Filename,Segmentlabel,TargetMax,TargetMin,TargetPitch,TargetDifference,Duration,TargetIntensity,Gender,Condition
S107T3Wlooking_F_,looking,242.8334092,201.966519,224.8877056,40.86689021,0.581527373,51.41412827,f,F
S107T40Wchewing_F_,chewing,230.7358919,194.9932346,204.1015234,35.7426573,0.627702192,55.61708575,f,F
S107T41Wcoughing_F_,coughing,266.4670928,202.1456314,237.0685072,64.3214614,0.637947846,53.93615421,f,F
S107T42Weating_F_,eating,235.7459736,207.5899203,219.7389544,28.15605322,0.527040816,53.29363032,f,F
S107T43Wfrowning_F_,frowning,240.7599683,204.4348433,221.2486381,36.32512501,0.696451247,52.57739769,f,F
S107T44Wgrinning_F_,grinning,240.0856783,211.5176892,225.330397,28.56798904,0.578439153,54.2912848,f,F
S107T45Wlicking_F_,licking,242.2877996,203.6352133,226.9247397,38.65258638,0.578895285,56.55420744,f,F
S107T46Wpuckering_F_,puckering,358.6894396,217.0454012,257.6510492,141.6440384,0.650124717,55.19477452,f,F
S107T47Wsmiling_F_,smiling,226.607972,189.7665414,204.9454859,36.84143068,0.852876039,52.59489486,f,F
S107T48Wsmirking_F_,smirking,236.3235889,201.3747435,219.3607341,34.94884541,0.82393802,51.53116851,f,F
S107T49Wwhistling_F_,whistling,239.3689385,206.1658315,225.5076032,33.20310703,0.703222222,53.38006534,f,F
S107T4Wpeering_F_,peering,250.6539884,203.5865211,211.7003446,47.06746727,0.588877551,55.15257318,f,F
S107T50Wbowling_F_,bowling,246.0660593,198.8097186,218.9974821,47.25634074,0.617759637,57.66676929,f,F
S107T51Wcamping_F_,camping,254.8922259,189.0816486,206.4611165,65.81057733,0.799049887,53.43516606,f,F
S107T52Wcanoeing_F_,canoeing,236.0527536,203.5633736,215.7574809,32.48938003,0.676870748,54.70013097,f,F
S107T53Wdreaming_F_,dreaming,223.3666819,181.6506518,197.5960797,41.71603012,0.680445956,55.0413852,f,F
S107T54Wemailing_F_,emailing,289.8176963,184.1060619,205.7732416,105.7116344,0.942154195,52.10146844,f,F
S107T55Wfilming_F_,filming,230.1218578,201.3941707,214.7654508,28.72768709,0.583384354,51.9436904,f,F
S107T56Wgambling_F_,gambling,227.1045878,191.611664,212.0742042,35.49292375,0.668079041,54.19575894,f,F
S107T57Winterviewing_F_,interviewing,252.0027069,215.1245596,238.6065278,36.87814727,0.917403628,53.46780993,f,F
S107T58Wjoking_F_,joking,246.4821566,194.6517831,213.2953164,51.83037351,0.648979592,55.95432735,f,F
S107T59Wjournaling_F_,journaling,231.4998446,197.9025854,217.048284,33.59725917,0.775132275,51.41280546,f,F
S107T5Wreading_F_,reading,245.7608139,199.5566985,211.0335163,46.20411534,0.573804989,56.55006023,f,F
S107T60Wjuggling_F_,juggling,267.4753328,224.6857736,246.0241187,42.78955919,0.629843159,59.28008439,f,F
S107T61Wlaughing_F_,laughing,236.544996,193.808318,214.6058755,42.73667793,0.711198035,52.92489308,f,F
S107T62Wnapping_F_,napping,224.551733,113.1297718,158.0862404,111.4219611,0.766292032,52.6637297,f,F
S107T63Wpainting_F_,painting,250.9780317,201.4996157,226.1580284,49.47841601,0.770196523,53.67729067,f,F
S107T64Wphotographing_F_,photographing,256.7020199,198.6423873,221.2224398,58.05963257,0.973752715,53.30231009,f,F
S107T65Wplaying_F_,playing,225.477295,202.2811752,212.0475028,23.19611977,0.507777778,54.00011308,f,F
S107T66Wrelaxing_F_,relaxing,248.531554,174.5650099,208.8273725,73.96654408,0.828159486,54.23192183,f,F
S107T67Wskiing_F_,skiing,240.0666304,211.9181857,224.67286,28.14844469,0.759933136,50.74303571,f,F
S107T68Wsneezing_F_,sneezing,240.9756158,206.0905416,227.0912066,34.88507421,0.900383976,54.95494629,f,F
S107T69Wstudying_F_,studying,235.8846156,200.8255659,217.4308115,35.05904972,0.754561602,52.01693367,f,F
S107T6Wseeing_F_,seeing,235.7350249,212.455252,223.8524535,23.27977292,0.753510204,51.85533154,f,F
S107T70Wtraveling_F_,traveling,239.5999509,191.8488796,216.5380746,47.75107134,0.726439909,55.43324832,f,F
S107T71Wvoting_F_,voting,244.5550387,189.1546549,219.4416863,55.40038385,0.644648526,56.31223565,f,F
S107T72Warguing_V_,arguing,280.7258818,188.8525048,225.4057524,91.87337703,0.735353993,54.42527239,f,V
S107T73Warticulating_V_,articulating,226.5369716,196.0558287,217.672029,30.4811429,0.938548753,55.14871354,f,V
S107T74Wbabbling_V_,babbling,232.0981247,187.6717332,211.8495034,44.42639148,0.593866213,57.05624485,f,V
S107T75Wbantering_V_,bantering,245.8815921,184.3598548,221.3171885,61.52173727,0.757034014,55.29235764,f,V
S107T76Wchatting_V_,chatting,254.7164934,219.5926551,235.1920174,35.1238383,0.675351474,51.76346542,f,V
S107T77Wcheering_V_,cheering,230.569659,193.5952539,203.9255044,36.97440507,0.683061224,55.223101,f,V
S107T78Wcommenting_V_,commenting,275.3655806,210.2701453,227.9014852,65.09543531,0.899143991,53.24188151,f,V
S107T79Wconversing_V_,conversing,241.561358,200.3015837,217.4451967,41.25977428,0.793123583,54.64120693,f,V
S107T7Wstaring_F_,staring,223.115425,193.0887916,207.8059859,30.02663338,0.7225548,52.13705217,f,F
S107T80Wdebating_V_,debating,219.6931155,147.3183761,195.9576275,72.37473943,0.74122449,51.87727267,f,V
S107T81Wdiscussing_V_,discussing,246.5369707,193.02866,220.9681798,53.50831072,0.760848073,54.20277162,f,V
S107T82Wgossiping_V_,gossiping,243.4014849,194.6594257,224.8822723,48.74205915,0.763107584,50.63643809,f,V
S107T83Whollering_V_,hollering,358.4224138,204.0064149,228.5570444,154.4159989,0.710671202,54.25558145,f,V
S107T84Whumming_V_,humming,347.4910014,211.8749599,228.0191272,135.6160415,0.621003401,52.66312886,f,V
S107T85Wlecturing_V_,lecturing,238.594572,208.4091999,226.6521745,30.18537216,0.834891156,55.5489503,f,V
S107T86Wmentioning_V_,mentioning,228.9324655,192.2664571,214.0203115,36.66600844,0.784008566,55.8004228,f,V
S107T87Wmumbling_V_,mumbling,248.8036864,207.7177302,230.7755513,41.08595618,0.756136621,54.90691791,f,V
S107T88Wmurmuring_V_,murmuring,237.6745425,200.3869676,218.7439251,37.28757492,0.785053597,55.48333201,f,V
S107T89Wmuttering_V_,muttering,245.0843471,188.2180367,221.3501136,56.86631036,0.668327664,55.24410724,f,V
S107T8Wviewing_F_,viewing,224.3118117,175.6529606,204.2897643,48.65885113,0.687755102,51.83333105,f,F
S107T90Wreciting_V_,reciting,223.6755509,181.3107307,206.0348818,42.36482026,0.789750567,54.29777104,f,V
S107T91Wremarking_V_,remarking,244.783626,176.2567068,208.5131776,68.52691925,0.863174603,52.33381148,f,V
S107T92Wsaying_V_,saying,260.8730434,196.271335,208.2182778,64.60170841,0.796740363,52.67539396,f,V
S107T93Wscreaming_V_,screaming,251.5948605,215.9610817,232.28676,35.63377879,0.791632653,51.92916156,f,V
S107T94Wshouting_V_,shouting,228.3757233,180.823968,209.8973619,47.5517553,0.662409297,55.88459189,f,V
S107T95Wsinging_V_,singing,223.1296661,193.9065239,208.05819,29.22314225,0.714066515,50.08248315,f,V
S107T96Wspeaking_V_,speaking,238.340085,202.731752,223.3997671,35.60833298,0.745378801,50.30585095,f,V
S107T97Wtalking_V_,talking,260.3832789,199.4448908,230.0462678,60.93838818,0.691919453,47.66717278,f,V
S107T98Wtelling_V_,telling,221.1563876,205.1656055,209.7377175,15.99078202,0.672671202,51.12218271,f,V
S107T99Wuttering_V_,uttering,255.274575,209.1938751,233.7795854,46.08069996,0.622120181,54.13932853,f,V
S107T9Wwatching_F_,watching,266.7161675,214.7508533,244.4409916,51.96531421,0.742879819,50.37239924,f,F
S108T100Wwhispering_V_,whispering,170.4050848,131.886951,141.0617642,38.51813377,0.625476817,60.08055534,m,V
S108T101Wyelling_V_,yelling,197.8809435,57.07953776,116.0124267,140.8014057,0.51665061,57.18290471,m,V
S108T10Wdancing_P_,dancing,147.9864806,77.75852677,112.5834946,70.22795379,0.69950129,56.71267609,m,P
S108T11Wgalloping_P_,galloping,265.5195442,70.12263191,141.3235989,195.3969123,0.670483558,59.91561697,m,P
S108T12Whiking_P_,hiking,128.0932269,61.04178681,105.9011035,67.05144012,0.650155509,57.33371054,m,P
S108T13Whopping_P_,hopping,145.6419344,135.5793051,140.6039456,10.06262927,0.584848566,53.05134963,m,P
S108T14Wjogging_P_,jogging,141.5138668,79.1886901,102.1705861,62.32517668,0.615328159,58.98557869,m,P
S108T15Wkicking_P_,kicking,206.3968451,60.46009889,143.5883797,145.9367462,0.535499471,56.03864593,m,P
S108T16Wmarching_P_,marching,194.0704868,72.72609371,115.0519038,121.3443931,0.741590512,58.60509255,m,P
S108T17Wpacing_P_,pacing,185.7667111,75.89620408,121.4630411,109.870507,0.602267983,57.23581957,m,P
S108T18Wparading_P_,parading,258.6589512,76.87671096,137.3103677,181.7822403,0.696605336,57.55897955,m,P
S108T19Wpunting_P_,punting,145.6613777,77.27288268,129.9596764,68.388495,0.605177874,56.9145259,m,P
S108T1Wgazing_F_,gazing,138.3414195,57.22683428,95.93364399,81.1145852,0.626936239,56.73948582,m,F
S108T20Wrunning_P_,running,143.1561577,59.96977281,106.5952464,83.18638488,0.478910076,60.97366238,m,P
S108T21Wskipping_P_,skipping,232.2591021,70.1343356,130.3505924,162.1247665,0.838827404,54.86356484,m,P
S108T22Wsprinting_P_,sprinting,234.3171621,79.72883136,152.5578915,154.5883307,0.728523495,59.86780357,m,P
S108T23Wstepping_P_,stepping,85.3648164,74.6591032,80.0050635,10.7057132,0.827206725,55.17528479,m,P
S108T24Wstomping_P_,stomping,168.7208587,116.9197949,125.5776698,51.80106382,0.760444901,54.95345782,m,P
S108T25Wstriding_P_,striding,208.4813752,90.10757488,137.2303605,118.3738004,0.715460545,59.7784869,m,P
S108T26Wstrolling_P_,strolling,137.5918243,66.56982366,99.5748879,71.02200061,0.708207709,56.38858351,m,P
S108T27Wstrutting_P_,strutting,141.075341,68.8808188,115.7095117,72.19452222,0.653061438,55.65307382,m,P
S108T28Wtrotting_P_,trotting,142.0581365,125.4874502,133.3784383,16.57068636,0.599368653,56.63799859,m,P
S108T29Wwalking_P_,walking,195.4983783,78.43707493,123.205379,117.0613034,0.61387738,56.85566864,m,P
S108T2Winspecting_F_,inspecting,170.1915494,77.64359391,125.5629472,92.54795545,0.94767052,55.34019303,m,F
S108T30Wclapping_F_,clapping,143.6564131,77.40169972,112.6744112,66.25471342,0.66176034,53.71461985,m,F
S108T31Wgrasping_F_,grasping,187.9036209,106.2083465,126.4021355,81.6952744,0.683546423,56.54963525,m,F
S108T32Wpointing_F_,pointing,166.0510684,78.33719179,119.0805717,87.71387661,0.690798058,56.55965234,m,F
S108T33Wpunching_F_,punching,141.6354526,77.9703376,117.4315576,63.66511499,0.568894176,56.4446863,m,F
S108T34Wscratching_F_,scratching,186.882483,113.844437,144.1177948,73.03804605,0.782218577,55.50948853,m,F
S108T35Wsnapping_F_,snapping,163.8464056,82.99366837,123.89816,80.8527372,0.727065359,58.6710267,m,F
S108T36Wtyping_F_,typing,178.4755625,58.37639539,135.9056259,120.0991671,0.618226775,55.66541505,m,F
S108T37Wwaving_F_,waving,151.5261554,59.98676843,108.817029,91.53938701,0.631294506,60.13195353,m,F
S108T38Wtasting_F_,tasting,137.6302543,117.3135779,127.6223618,20.31667634,0.748842238,57.26431226,m,F
S108T39Wbiting_F_,biting,208.9378485,81.37321446,124.4116666,127.5646341,0.545662803,54.57955876,m,F
S108T3Wlooking_F_,looking,222.8118565,77.64700608,118.2422162,145.1648504,0.650162358,56.02098189,m,F
S108T40Wchewing_F_,chewing,201.601257,77.8819291,124.5829425,123.7193279,0.661772791,57.13883888,m,F
S108T41Wcoughing_F_,coughing,187.0588609,67.28110524,131.5102389,119.7777557,0.592101244,62.09030423,m,F
S108T42Weating_F_,eating,262.9100294,77.54377772,123.3032096,185.3662517,0.568881902,60.35994198,m,F
S108T43Wfrowning_F_,frowning,208.1312101,103.9301439,139.1324281,104.2010662,0.670469014,54.77199432,m,F
S108T44Wgrinning_F_,grinning,150.0650971,76.18465767,124.6734935,73.88043943,0.535518481,62.55692925,m,F
S108T45Wlicking_F_,licking,198.5842682,76.36828932,135.2053531,122.2159788,0.574686707,57.06028198,m,F
S108T46Wpuckering_F_,puckering,182.8170967,99.42096571,142.5069639,83.39613098,0.564536926,55.38016255,m,F
S108T47Wsmiling_F_,smiling,149.96492,74.52483267,114.1697128,75.44008737,0.7503043,57.92141023,m,F
S108T48Wsmirking_F_,smirking,170.5844386,81.70324375,128.4078141,88.88119481,0.737243219,59.66015738,m,F
S108T49Wwhistling_F_,whistling,210.5055017,89.72641204,150.5791296,120.7790897,0.648696241,58.33280057,m,F
S108T4Wpeering_F_,peering,220.3051685,129.12777,163.3284585,91.17739848,0.684997925,56.23609047,m,F
S108T50Wbowling_F_,bowling,141.518737,78.2976823,106.2645759,63.22105471,0.615329518,56.61399995,m,F
S108T51Wcamping_F_,camping,168.0413762,131.5720612,145.7794073,36.46931504,0.56599028,57.99565997,m,F
S108T52Wcanoeing_F_,canoeing,248.8238034,77.45421771,158.2307865,171.3695856,0.64870109,57.87930373,m,F
S108T53Wdreaming_F_,dreaming,146.8985161,76.98805036,106.2039323,69.91046574,0.560180184,56.15447856,m,F
S108T54Wemailing_F_,emailing,214.8857933,77.62761824,127.8566766,137.2581751,0.72851696,60.71437618,m,F
S108T55Wfilming_F_,filming,146.2127075,77.79570191,110.4428408,68.41700557,0.523904427,57.79744108,m,F
S108T56Wgambling_F_,gambling,237.5444009,74.12835351,144.1690004,163.4160474,0.625489654,58.41440994,m,F
S108T57Winterviewing_F_,interviewing,166.3237605,76.4787322,111.02601,89.84502834,0.718360628,58.74488771,m,F
S108T58Wjoking_F_,joking,133.7737862,77.43699794,114.437419,56.33678825,0.592113463,56.50628669,m,F
S108T59Wjournaling_F_,journaling,162.0852907,106.0015621,140.9921137,56.0837286,0.69224155,58.54961819,m,F
S108T5Wreading_F_,reading,258.6757475,77.09095786,145.9398377,181.5847896,0.568893652,59.29673856,m,F
S108T60Wjuggling_F_,juggling,215.0473461,114.4815656,146.8680491,100.5657806,0.632743003,54.90269267,m,F
S108T61Wlaughing_F_,laughing,219.017222,65.67517954,111.9664718,153.3420425,0.557278234,58.55905431,m,F
S108T62Wnapping_F_,napping,235.8137375,78.16898463,123.6855121,157.6447528,0.608069273,58.32244455,m,F
S108T63Wpainting_F_,painting,134.5621849,78.18791875,112.3501412,56.37426616,0.589210311,57.99842509,m,F
S108T64Wphotographing_F_,photographing,225.0555017,76.22328401,129.6767032,148.8322177,0.895430668,59.36263792,m,F
S108T65Wplaying_F_,playing,149.5902668,74.68870389,116.1458354,74.90156288,0.637107958,58.73668394,m,F
S108T66Wrelaxing_F_,relaxing,192.8592787,68.19053933,119.6591525,124.6687394,0.81994863,60.90143116,m,F
S108T67Wskiing_F_,skiing,220.2602446,75.96514741,134.0587272,144.2950971,0.737236469,57.4689766,m,F
S108T68Wsneezing_F_,sneezing,217.1321256,60.47530806,124.1668663,156.6568176,0.774967682,63.36528216,m,F
S108T69Wstudying_F_,studying,234.0641867,73.81870051,140.4218122,160.2454862,0.824300734,57.2096037,m,F
S108T6Wseeing_F_,seeing,177.3533939,76.43929871,122.5352304,100.9140952,0.626946056,58.46706374,m,F
S108T70Wtraveling_F_,traveling,181.7141605,60.63423698,105.1788483,121.0799235,0.663227226,57.72929963,m,F
S108T71Wvoting_F_,voting,216.265481,94.3550147,144.7180001,121.9104663,0.600823787,56.84880512,m,F
S108T72Warguing_V_,arguing,121.0733886,75.8648315,98.56219634,45.2085571,0.613886186,61.10250368,m,V
S108T73Warticulating_V_,articulating,217.9872451,67.74650794,133.1612076,150.2407371,0.82141027,58.9289128,m,V
S108T74Wbabbling_V_,babbling,187.2920414,105.5589643,141.1338602,81.73307711,0.548566622,58.76898443,m,V
S108T75Wbantering_V_,bantering,198.6667567,99.21035242,144.9567062,99.45640424,0.664675263,58.85304126,m,V
S108T76Wchatting_V_,chatting,262.123597,79.18809242,145.5430913,182.9355046,0.580497435,57.15185377,m,V
S108T77Wcheering_V_,cheering,141.2439651,109.0101632,130.9835256,32.23380192,0.640010974,60.88166381,m,V
S108T78Wcommenting_V_,commenting,173.3535612,79.30176723,117.656758,94.05179398,0.748837814,59.23594776,m,V
S108T79Wconversing_V_,conversing,185.8978845,97.08202157,128.908883,88.81586289,0.705310864,59.00879302,m,V
S108T7Wstaring_F_,staring,282.5701245,76.99226831,144.3160663,205.5778562,0.886711154,56.18443795,m,F
S108T80Wdebating_V_,debating,185.3059834,81.75300007,126.7736022,103.5529833,0.647245851,60.47894494,m,V
S108T81Wdiscussing_V_,discussing,137.4997902,120.1608773,131.9206262,17.33891298,0.853324792,57.68159787,m,V
S108T82Wgossiping_V_,gossiping,209.4306632,84.55530355,146.2049609,124.8753596,0.680623588,58.70846926,m,V
S108T83Whollering_V_,hollering,199.9326039,78.30777191,139.3252086,121.624832,0.590660445,62.223004,m,V
S108T84Whumming_V_,humming,147.8783854,74.25708687,112.3009163,73.62129851,0.518104679,54.13339381,m,V
S108T85Wlecturing_V_,lecturing,147.6617835,74.55266901,123.0029323,73.10911445,0.63564711,59.02126686,m,V
S108T86Wmentioning_V_,mentioning,224.3452463,122.8705521,150.6510531,101.4746943,0.683539561,60.7120881,m,V
S108T87Wmumbling_V_,mumbling,181.0621198,77.63208769,120.7683945,103.4300321,0.568883111,63.33512482,m,V
S108T88Wmurmuring_V_,murmuring,154.8655516,108.1903159,131.5948677,46.67523572,0.748835919,62.68708875,m,V
S108T89Wmuttering_V_,muttering,213.7496389,77.91370978,106.8465506,135.8359291,0.650158737,60.360319,m,V
S108T8Wviewing_F_,viewing,151.1239772,74.64649791,103.7016443,76.47747925,0.526802501,56.78112083,m,F
S108T90Wreciting_V_,reciting,141.1365029,62.41492093,109.1022793,78.72158195,0.715459759,58.84405003,m,V
S108T91Wremarking_V_,remarking,218.0798407,109.9446526,131.2151237,108.1351881,0.760451855,60.06295385,m,V
S108T92Wsaying_V_,saying,203.2475823,89.07095145,151.7242567,114.1766309,0.663209513,59.45729341,m,V
S108T93Wscreaming_V_,screaming,232.3189012,95.92161119,166.0734079,136.39729,0.763359876,58.2190177,m,V
S108T94Wshouting_V_,shouting,185.749075,74.91704945,120.4160536,110.8320255,0.693703567,58.73780238,m,V
S108T95Wsinging_V_,singing,232.3451683,132.1896073,172.4781593,100.155561,0.603711289,59.54062251,m,V
S108T96Wspeaking_V_,speaking,182.485328,128.4694257,149.6622653,54.01590236,0.760459608,53.28242842,m,V
S108T97Wtalking_V_,talking,182.7296937,117.901034,150.805343,64.82865963,0.547118178,56.62500514,m,V
S108T98Wtelling_V_,telling,234.0510015,60.4475769,130.0783433,173.6034246,0.557286892,56.17628721,m,V
S108T99Wuttering_V_,uttering,187.4526957,60.53832501,108.9181561,126.9143707,0.547129966,59.96439118,m,V
S108T9Wwatching_F_,watching,169.5353113,105.8063028,123.3363701,63.72900847,0.673385763,53.60038741,m,F
S109T100Wwhispering_V_,whispering,223.6040954,169.0779457,200.2008969,54.52614969,0.834153439,52.85026373,f,V
S109T101Wyelling_V_,yelling,222.2728603,182.0678792,198.6712304,40.20498107,0.638418367,59.08302346,f,V
S109T10Wdancing_P_,dancing,223.5347982,160.2646999,186.459969,63.27009828,0.717838246,53.7078249,f,P
S109T11Wgalloping_P_,galloping,201.653142,179.1946621,186.2935161,22.45847991,0.806660998,53.47606358,f,P
S109T12Whiking_P_,hiking,194.7416276,167.650929,184.3329253,27.09069857,0.688473167,47.36213735,f,P
S109T13Whopping_P_,hopping,231.0038223,159.3124473,185.9150691,71.69137491,0.65069161,52.75585924,f,P
S109T14Wjogging_P_,jogging,228.9796796,161.3113415,185.3184729,67.66833807,0.700529101,54.29993827,f,P
S109T15Wkicking_P_,kicking,297.7566114,178.5077108,198.7783051,119.2489006,0.625347695,48.78777214,f,P
S109T16Wmarching_P_,marching,224.8941716,161.710021,191.6018767,63.18415054,0.662917072,54.25130716,f,P
S109T17Wpacing_P_,pacing,218.9994325,154.2486195,187.0121484,64.750813,0.642842026,52.24794385,f,P
S109T18Wparading_P_,hardening,267.2386913,169.5781374,211.5034795,97.66055385,0.838590325,53.81598036,f,P
S109T19Wpunting_P_,hunting,364.2257384,161.044975,201.0770835,203.1807633,0.661287982,52.02196134,f,P
S109T1Wgazing_F_,gazing,210.2572876,164.9332231,186.2634839,45.32406455,0.694920635,53.63393825,f,F
S109T20Wrunning_P_,running,246.9279486,168.1456457,199.2237323,78.78230288,0.551162132,54.72272577,f,P
S109T21Wskipping_P_,skipping,211.2638003,165.3272876,186.9698483,45.93651269,0.747858277,48.94625297,f,P
S109T22Wsprinting_P_,sprinting,220.8986745,158.4135107,184.1251303,62.48516376,0.835724868,51.12953777,f,P
S109T23Wstepping_P_,stepping,216.61446,154.5408603,183.3058167,62.07359967,0.78366969,53.5844934,f,P
S109T24Wstomping_P_,stomping,223.1979234,161.9418657,186.6382159,61.25605766,0.834612245,50.86457392,f,P
S109T25Wstriding_P_,striding,212.5841588,162.7583281,179.2095258,49.82583066,0.902543462,52.96272657,f,P
S109T26Wstrolling_P_,strolling,240.7095645,162.0747835,190.751348,78.63478093,0.811981819,55.12005755,f,P
S109T27Wstrutting_P_,strutting,195.8029853,160.5467,177.4841157,35.25628535,0.759658856,52.03925674,f,P
S109T28Wtrotting_P_,trotting,416.6714442,156.8081396,200.4391477,259.8633046,0.756371882,53.56379994,f,P
S109T29Wwalking_P_,walking,205.4742198,171.5605312,184.3042906,33.91368866,0.548204837,54.78058024,f,P
S109T2Winspecting_F_,inspecting,227.4034271,149.715468,187.0084732,77.68795909,0.967709751,50.09162971,f,F
S109T30Wclapping_F_,clapping,234.5270234,150.4750772,186.9788233,84.05194618,0.693386243,52.75554742,f,F
S109T31Wgrasping_F_,grasping,305.5358342,101.8224315,168.3519621,203.7134027,0.827897203,50.85224969,f,F
S109T32Wpointing_F_,pointing,213.6041409,166.9657842,190.7376299,46.63835666,0.704852608,51.24194709,f,F
S109T33Wpunching_F_,punching,222.2743029,154.2912804,196.4403131,67.98302247,0.763469388,50.85386642,f,F
S109T34Wscratching_F_,scratching,199.5072238,160.3857382,177.0221593,39.12148557,0.818972033,50.9271032,f,F
S109T35Wsnapping_F_,snapping,230.8688803,157.0869885,187.7285643,73.78189174,0.852477324,51.25924774,f,F
S109T36Wtyping_F_,typing,232.9048856,149.6627214,187.1555096,83.24216421,0.603712342,51.54448632,f,F
S109T37Wwaving_F_,waving,225.8784045,165.547945,191.9651121,60.33045953,0.58170068,57.13365459,f,F
S109T38Wtasting_F_,tasting,342.8636932,159.687758,208.5586108,183.1759352,0.764058957,52.68957657,f,F
S109T39Wbiting_F_,biting,216.5856898,141.1588454,190.5682132,75.42684439,0.434274376,49.3483375,f,F
S109T3Wlooking_F_,looking,205.2446616,169.1231142,185.3865466,36.12154735,0.655782313,52.79930631,f,F
S109T40Wchewing_F_,chewing,219.2650869,168.9611515,189.1357629,50.30393542,0.667885488,51.42684103,f,F
S109T41Wcoughing_F_,coughing,215.7696751,157.7988727,175.081541,57.97080241,0.771133787,49.71130556,f,F
S109T42Weating_F_,eating,234.5890475,176.6403398,197.1618274,57.94870771,0.539525321,52.817955,f,F
S109T43Wfrowning_F_,frowning,197.9582336,160.1545815,175.237289,37.80365216,0.758123583,52.56547086,f,F
S109T44Wgrinning_F_,grinning,200.3208043,174.2296688,185.2416159,26.09113546,0.542300328,53.8757771,f,F
S109T45Wlicking_F_,licking,226.3775331,171.1950985,188.9595673,55.18243459,0.624527589,48.63320324,f,F
S109T46Wpuckering_F_,puckering,242.5181109,163.4485191,191.5973375,79.0695918,0.671827017,52.12838501,f,F
S109T47Wsmiling_F_,smiling,236.9557628,161.0566756,184.7766248,75.89908714,0.955868157,52.05727033,f,F
